"","host_id","group","infector_id","infector_group","exposure_time","infectious_time","recovery_time"
"1",10449,1,NA,NA,0,0,5
"2",6148,1,NA,NA,0,0,7
"3",8428,1,NA,NA,0,0,6
"4",519,1,NA,NA,0,0,4
"5",9531,1,NA,NA,0,0,6
"6",4304,1,NA,NA,0,0,7
"7",9955,1,8428,1,1,3,8
"8",3993,1,9955,1,4,6,11
"9",14282,1,9955,1,5,7,13
"10",12643,1,6148,1,2,4,9
"11",1254,1,12643,1,5,6,11
"12",2113,1,12643,1,5,7,14
"13",5053,1,9955,1,4,5,12
"14",5346,1,5053,1,6,9,14
"15",9753,1,5053,1,7,10,15
"16",731,1,14282,1,10,11,15
"17",2119,1,2113,1,9,11,16
"18",5403,1,14282,1,8,10,16
"19",6215,1,5346,1,10,11,18
"20",4185,1,7689,1,14,15,23
"21",1518,1,9753,1,12,14,20
"22",7689,1,5346,1,10,12,17
"23",6029,1,1518,1,16,17,22
"24",11543,1,7689,1,13,15,21
"25",14517,1,11355,1,18,19,24
"26",366,1,11355,1,17,20,25
"27",847,1,7689,1,15,19,24
"28",2970,1,7689,1,15,18,22
"29",11355,1,7689,1,13,15,21
"30",589,1,11355,1,18,20,28
"31",3843,1,11355,1,17,19,25
"32",7894,1,847,1,20,21,26
"33",11513,1,6029,1,18,22,26
"34",12100,1,14517,1,20,22,28
"35",11915,1,11171,1,22,24,29
"36",527,1,7894,1,22,24,30
"37",2264,1,7894,1,22,23,28
"38",9873,1,2970,1,20,23,28
"39",10832,1,7894,1,23,24,30
"40",5351,1,2264,1,25,27,32
"41",11171,1,3843,1,20,22,28
"42",13815,1,7894,1,22,24,31
"43",6266,1,2970,1,21,24,29
"44",6872,1,13295,1,26,28,33
"45",7804,1,11513,1,24,26,30
"46",11358,1,9873,1,24,26,31
"47",14385,1,11171,1,23,27,32
"48",12340,1,7804,1,28,29,37
"49",13977,1,6266,1,25,27,33
"50",2465,1,7894,1,22,24,31
"51",8231,1,6266,1,27,30,35
"52",7888,1,6872,1,29,30,35
"53",11123,1,13295,1,27,29,34
"54",9827,1,14385,1,28,30,37
"55",13295,1,527,1,25,26,34
"56",897,1,2264,1,25,29,36
"57",2170,1,14385,1,28,30,34
"58",9565,1,11516,1,31,32,37
"59",10031,1,11320,1,32,33,37
"60",14213,1,6872,1,30,31,38
"61",3107,1,897,1,31,32,36
"62",6150,1,11123,1,29,31,37
"63",11516,1,14385,1,28,29,35
