"","host_id","group","infector_id","infector_group","exposure_time","infectious_time","recovery_time"
"1",1875,1,NA,NA,0,0,6
"2",10240,1,NA,NA,0,0,4
"3",2522,1,NA,NA,0,0,5
"4",2818,1,1875,1,1,3,10
"5",2878,1,NA,NA,0,0,7
"6",9199,1,973,1,2,3,9
"7",973,1,NA,NA,0,0,7
"8",1901,1,973,1,2,4,9
"9",8098,1,1875,1,2,4,11
"10",9437,1,9199,1,4,6,12
"11",493,1,2878,1,2,4,10
"12",6205,1,2878,1,2,4,11
"13",7087,1,NA,NA,0,0,9
"14",7137,1,2818,1,5,6,12
"15",10084,1,8098,1,6,8,13
"16",1838,1,7137,1,7,9,13
"17",6835,1,2818,1,5,6,12
"18",934,1,7044,1,8,10,16
"19",6841,1,9437,1,7,8,12
"20",8494,1,8098,1,5,7,15
"21",284,1,7137,1,9,11,16
"22",3588,1,9199,1,6,8,13
"23",7678,1,7044,1,8,9,15
"24",1606,1,2836,1,9,10,16
"25",2030,1,6205,1,5,7,15
"26",2836,1,9199,1,5,7,14
"27",7044,1,6835,1,6,7,13
"28",736,1,3588,1,10,11,17
"29",804,1,2030,1,7,8,15
"30",1530,1,7137,1,7,10,15
"31",1720,1,9199,1,4,11,15
"32",4889,1,7044,1,8,10,15
"33",6485,1,7137,1,7,9,15
"34",1898,1,4889,1,12,13,18
"35",2299,1,7574,1,12,14,19
"36",5686,1,7678,1,12,14,19
"37",7697,1,3588,1,10,12,20
"38",9014,1,804,1,9,11,18
"39",9749,1,9014,1,13,14,19
"40",10168,1,9014,1,13,14,20
"41",5234,1,2643,1,13,15,21
"42",5737,1,7137,1,9,11,17
"43",8389,1,9572,1,11,13,17
"44",8419,1,5877,1,13,15,20
"45",8700,1,7678,1,14,15,19
"46",8870,1,493,1,6,8,16
"47",9572,1,8870,1,9,10,16
"48",5877,1,2030,1,10,12,18
"49",6391,1,2643,1,14,16,22
"50",7574,1,2030,1,9,11,17
"51",7879,1,2707,1,15,16,24
"52",10633,1,6841,1,9,12,18
"53",2707,1,284,1,12,13,20
"54",7627,1,7574,1,12,14,18
"55",7854,1,10168,1,15,17,24
"56",9059,1,6485,1,12,13,18
"57",9169,1,1606,1,10,12,18
"58",9850,1,3588,1,10,12,18
"59",411,1,6485,1,11,15,19
"60",541,1,10084,1,10,14,19
"61",2320,1,2643,1,15,16,22
"62",2643,1,7678,1,10,12,19
"63",7915,1,411,1,16,18,22
"64",10460,1,7697,1,14,16,23
"65",96,1,7697,1,13,15,20
"66",2610,1,9850,1,13,15,20
"67",3453,1,8419,1,17,19,24
"68",5892,1,5877,1,14,16,22
"69",7640,1,2707,1,15,17,21
"70",71,1,7854,1,18,19,23
"71",103,1,8419,1,15,17,23
"72",889,1,5686,1,16,19,25
"73",2800,1,96,1,16,17,23
"74",4821,1,6391,1,18,20,25
"75",6829,1,736,1,12,15,21
"76",7058,1,96,1,16,18,22
"77",8612,1,9749,1,16,20,25
"78",9807,1,6391,1,17,20,26
"79",10080,1,411,1,16,17,22
"80",41,1,9169,1,14,16,22
"81",1685,1,5304,1,18,19,25
"82",2535,1,2320,1,17,18,26
"83",3539,1,2707,1,15,18,23
"84",5304,1,5877,1,15,17,23
"85",9598,1,2610,1,16,18,24
"86",1594,1,6391,1,17,18,23
"87",4178,1,9749,1,15,17,23
"88",4700,1,41,1,20,22,28
"89",5440,1,9360,1,21,22,27
"90",5582,1,6829,1,16,18,27
"91",7073,1,10460,1,18,20,24
"92",7130,1,541,1,15,19,24
"93",7288,1,1488,1,19,21,29
"94",7522,1,9572,1,14,17,23
"95",8643,1,411,1,18,20,24
"96",8656,1,10460,1,19,20,25
"97",1488,1,7854,1,18,19,26
"98",1811,1,7288,1,22,23,28
"99",2281,1,41,1,17,20,26
"100",2326,1,8643,1,21,22,28
"101",2590,1,5304,1,18,19,26
"102",5169,1,41,1,19,22,26
"103",5210,1,2320,1,17,21,27
"104",7487,1,2535,1,20,22,27
"105",8174,1,2707,1,15,17,25
"106",418,1,8700,1,18,20,26
"107",956,1,7288,1,22,23,28
"108",1731,1,8656,1,21,23,29
"109",1750,1,7130,1,21,23,26
"110",3649,1,2281,1,21,24,30
"111",5239,1,1594,1,20,21,26
"112",8790,1,1685,1,20,22,29
"113",8995,1,3453,1,20,21,26
"114",9874,1,1594,1,20,21,27
"115",1016,1,5015,1,24,25,30
"116",3933,1,7073,1,23,24,30
"117",6069,1,1488,1,22,24,30
"118",6454,1,889,1,20,22,27
"119",6722,1,10087,1,23,25,30
"120",8696,1,5440,1,24,25,32
"121",10087,1,1488,1,21,22,29
"122",10461,1,8636,1,24,25,29
"123",10629,1,5440,1,23,24,28
"124",1409,1,3807,1,24,25,30
"125",2843,1,8656,1,22,23,28
"126",3807,1,8995,1,21,23,28
"127",4499,1,7058,1,20,23,27
"128",5015,1,8656,1,21,23,27
"129",5315,1,889,1,20,21,28
"130",6535,1,10168,1,19,20,27
"131",6614,1,7522,1,18,21,28
"132",8289,1,9874,1,22,25,30
"133",8346,1,5015,1,24,25,29
"134",8906,1,4906,1,23,25,29
"135",9360,1,2535,1,19,21,27
"136",10205,1,7487,1,23,24,30
"137",319,1,10087,1,24,26,31
"138",521,1,4821,1,22,23,29
"139",1037,1,2843,1,24,25,31
"140",1091,1,8699,1,26,27,35
"141",2706,1,9360,1,22,24,30
"142",3740,1,9887,1,22,27,32
"143",4853,1,5440,1,23,26,30
"144",4904,1,1811,1,24,26,32
"145",4906,1,10168,1,18,22,28
"146",5203,1,10205,1,25,27,33
"147",5219,1,1811,1,25,27,33
"148",6102,1,5210,1,22,25,29
"149",7448,1,3649,1,25,26,32
"150",7788,1,418,1,21,22,28
"151",8636,1,1594,1,20,23,30
"152",9650,1,418,1,21,23,28
"153",9679,1,3453,1,20,22,28
"154",9887,1,2590,1,20,21,28
"155",751,1,10087,1,25,28,34
"156",1708,1,521,1,24,25,32
"157",2943,1,1750,1,23,26,30
"158",4353,1,7487,1,23,25,29
"159",4354,1,9360,1,22,24,29
"160",4613,1,2326,1,23,24,30
"161",4713,1,5169,1,24,26,30
"162",4968,1,3539,1,21,24,31
"163",5539,1,6767,1,25,26,31
"164",6621,1,2326,1,24,26,32
"165",6645,1,4354,1,24,26,30
"166",8437,1,7073,1,21,22,29
"167",9470,1,4912,1,26,27,32
"168",9979,1,3649,1,25,27,32
"169",10719,1,3649,1,25,27,33
"170",639,1,6069,1,26,27,33
"171",815,1,8790,1,25,26,33
"172",2626,1,3807,1,26,28,33
"173",3319,1,6767,1,25,29,35
"174",3570,1,3740,1,28,29,36
"175",4347,1,8696,1,25,29,35
"176",4658,1,7073,1,23,26,31
"177",4673,1,8790,1,24,26,33
"178",4835,1,4613,1,26,28,32
"179",7188,1,7487,1,24,26,31
"180",7269,1,7788,1,23,26,31
"181",7335,1,8636,1,24,25,31
"182",7519,1,8627,1,27,29,34
"183",8627,1,71,1,21,26,31
"184",8761,1,10087,1,24,25,33
"185",9567,1,5539,1,27,29,34
"186",544,1,6102,1,26,27,35
"187",965,1,1811,1,23,25,31
"188",1114,1,6069,1,26,27,32
"189",1128,1,1288,1,28,29,33
"190",1210,1,9650,1,24,25,31
"191",1288,1,1409,1,26,27,32
"192",1481,1,10629,1,25,28,35
"193",1968,1,8636,1,24,27,32
"194",3083,1,4658,1,27,28,34
"195",3811,1,4116,1,29,30,36
"196",3972,1,4613,1,26,28,34
"197",4078,1,4912,1,27,29,35
"198",4116,1,4354,1,25,27,31
"199",4592,1,7448,1,26,28,33
"200",4912,1,9650,1,25,26,31
"201",4936,1,2706,1,26,27,32
"202",6189,1,10707,1,28,29,34
"203",6674,1,4353,1,27,29,34
"204",6767,1,4700,1,23,24,31
"205",8103,1,751,1,29,30,37
"206",8699,1,5239,1,22,25,32
"207",8828,1,7130,1,23,25,32
"208",9162,1,5169,1,24,27,31
"209",9254,1,2843,1,24,26,31
"210",9332,1,1409,1,26,29,35
"211",9878,1,6722,1,27,29,34
"212",10022,1,8761,1,26,28,34
"213",10707,1,1811,1,26,27,34
"214",600,1,2626,1,29,31,36
"215",777,1,1288,1,28,30,37
"216",1271,1,6645,1,29,31,37
"217",1931,1,4673,1,29,30,34
"218",4175,1,4853,1,27,29,35
"219",4591,1,8699,1,26,28,32
"220",5482,1,3972,1,29,31,36
"221",5759,1,9639,1,29,30,35
"222",6095,1,1288,1,29,30,33
"223",6725,1,3083,1,30,31,37
"224",7391,1,4592,1,29,31,37
"225",8033,1,544,1,28,29,34
"226",9484,1,1114,1,28,29,34
"227",9639,1,6102,1,26,27,33
"228",9949,1,7269,1,26,27,32
"229",10327,1,10629,1,26,28,33
"230",10409,1,169,1,28,30,35
"231",426,1,1288,1,30,31,35
"232",1096,1,8761,1,26,28,33
"233",1670,1,4968,1,26,27,33
"234",2303,1,544,1,28,30,34
"235",2694,1,544,1,31,32,37
"236",2825,1,7448,1,28,32,38
"237",2892,1,8627,1,27,28,33
"238",3088,1,2943,1,29,31,36
"239",3121,1,9484,1,31,32,37
"240",3463,1,7215,1,29,31,36
"241",4154,1,544,1,28,29,35
"242",5048,1,3570,1,31,32,37
"243",5979,1,5539,1,27,31,35
"244",6005,1,3379,1,29,30,35
"245",6397,1,1210,1,28,31,38
"246",6944,1,3379,1,30,31,38
"247",7215,1,4904,1,27,28,33
"248",10510,1,8476,1,29,31,38
"249",169,1,9650,1,25,28,34
"250",635,1,6674,1,30,32,36
"251",668,1,1708,1,27,29,36
"252",789,1,521,1,28,30,37
"253",1161,1,9162,1,29,31,36
"254",1553,1,1128,1,31,33,39
"255",1865,1,1968,1,29,32,36
"256",2631,1,4175,1,31,33,42
"257",3090,1,1931,1,31,33,38
"258",3120,1,8103,1,32,33,40
"259",3379,1,6722,1,27,28,35
"260",4088,1,10719,1,30,32,38
"261",4159,1,7269,1,30,32,36
"262",4382,1,6674,1,30,32,37
"263",4515,1,10707,1,28,29,35
"264",5102,1,9484,1,32,33,38
"265",5547,1,4591,1,29,31,35
"266",6798,1,7519,1,30,32,38
"267",6826,1,1481,1,29,31,38
"268",7615,1,6397,1,32,33,38
"269",7689,1,2943,1,28,30,35
"270",8311,1,639,1,29,32,36
"271",8476,1,4700,1,23,25,34
"272",9931,1,789,1,31,33,38
"273",10548,1,4347,1,31,32,36
"274",915,1,10409,1,32,34,39
"275",1527,1,789,1,31,33,39
"276",1558,1,8103,1,32,33,39
"277",1987,1,5048,1,32,34,38
"278",3513,1,8696,1,27,29,35
"279",4530,1,2626,1,29,30,37
"280",5097,1,1096,1,29,32,38
"281",5301,1,7969,1,32,33,37
"282",6019,1,639,1,28,29,35
"283",6272,1,6005,1,31,33,37
"284",6319,1,600,1,33,34,40
"285",6718,1,2700,1,32,34,40
"286",7552,1,5482,1,32,33,37
"287",7969,1,639,1,29,31,36
"288",8081,1,3972,1,29,30,36
"289",9188,1,1114,1,29,30,36
"290",10535,1,1271,1,32,33,38
"291",10544,1,8627,1,28,31,36
"292",10692,1,1865,1,32,33,38
"293",468,1,5547,1,33,35,42
"294",823,1,3823,1,33,34,39
"295",988,1,5311,1,33,34,39
"296",1083,1,2825,1,33,35,40
"297",1370,1,6019,1,31,34,41
"298",1984,1,8033,1,30,32,37
"299",2663,1,6005,1,32,35,40
"300",3629,1,7391,1,33,34,39
"301",3742,1,9188,1,32,33,37
"302",3823,1,2943,1,29,32,36
"303",4230,1,9188,1,31,33,38
"304",4708,1,3513,1,31,32,40
"305",5228,1,4159,1,33,35,40
"306",5311,1,3811,1,30,31,36
"307",6889,1,5759,1,31,34,38
"308",8632,1,10409,1,31,32,36
"309",8968,1,3090,1,34,35,41
"310",9835,1,7689,1,32,33,40
"311",10375,1,9979,1,28,30,37
"312",10496,1,10327,1,31,33,38
"313",10503,1,2700,1,32,34,39
"314",328,1,1984,1,33,34,42
"315",1060,1,789,1,31,32,39
"316",1105,1,1091,1,30,33,38
"317",1678,1,10409,1,31,33,41
"318",1689,1,7391,1,35,36,43
"319",1792,1,9484,1,30,32,37
"320",2099,1,8298,1,32,34,38
"321",2279,1,9332,1,33,35,40
"322",3168,1,3083,1,30,32,38
"323",3427,1,3319,1,30,34,38
"324",3712,1,6811,1,33,35,41
"325",4387,1,4088,1,34,36,43
"326",5626,1,1865,1,33,35,40
"327",6017,1,789,1,31,32,38
"328",6038,1,5102,1,34,36,41
"329",6157,1,4088,1,32,35,41
